2013,05,20, Virtus.pro, 16, fnatic, 12, dust2_se, 15, 21, 0.76 
2013,05,20, fnatic, 16, dAT, 04, mirage_ce, 13, 12, 0.96 
2013,05,16, 3DMAX, 16, n!faculty, 11, mirage_ce, 10, 19, 0.55 
2013,05,14, CPHWolves, 21, WesternWolves, 17, dust2_se, 19, 29, 0.76 
2013,03,30, mousesports, 09, WesternWolves, 16, inferno_se, 21, 18, 1.20 
2013,03,30, mousesports, 16, Anexis, 10, mirage_ce, 23, 17, 1.27 
2013,03,30, mousesports, 05, Quantic, 16, inferno_se, 05, 19, 0.28 
2013,03,30, Quantic, 16, mousesports, 04, train_se, 03, 18, 0.21 
2013,03,30, WRTT, 04, mousesports, 16, mirage_ce, 19, 08, 1.57 
2013,03,30, mousesports, 16, WRTT, 04, inferno_se, 16, 10, 1.22 
2013,03,29, mousesports, 16, n!faculty, 04, dust2_se, 20, 10, 1.40 
2013,03,29, mousesports, 16, n!faculty, 09, nuke_se, 13, 15, 0.83 
2013,03,29, mousesports, 16, ESC, 11, dust2_se, 27, 13, 1.54 
2013,03,29, mousesports, 16, ESC, 03, inferno_se, 22, 10, 1.90 
2013,03,29, mousesports, 16, KILLERFISH, 13, dust2_se, 26, 16, 1.35 
2013,03,29, mousesports, 16, KILLERFISH, 09, mirage_ce, 19, 13, 1.24 
2013,03,29, mousesports, 14, KILLERFISH, 16, inferno_se, 20, 19, 1.06 
2013,03,26, mousesports, 16, SNOGARDDragons, 02, inferno_se, 19, 06, 1.75 
2013,03,24, mousesports, 16, Imaginary, 12, inferno_se, 20, 16, 1.11 
2013,03,24, mousesports, 16, RussianRoulette, 09, mirage_ce, 34, 14, 1.96 
2013,03,21, mousesports, 16, gamed!de, 09, train_se, 11, 15, 0.74 
2013,03,21, mousesports, 16, EYESONU, 09, dust2_se, 30, 14, 1.78 
2013,03,18, mousesports, 14, ALTERNATEaTTaX, 16, dust2_se, 14, 21, 0.64 
2013,03,18, mousesports, 02, zNation, 16, dust2_se, 06, 16, 0.47 
2013,03,17, ESC, 14, mousesports, 16, inferno_se, 27, 20, 1.25 
2013,03,14, mousesports, 16, CPLAY, 06, mirage_ce, 20, 12, 1.32 
2013,03,13, VeryGames, 16, mousesports, 12, dust2_se, 15, 22, 0.77 
2013,03,12, mousesports, 05, fnatic, 16, mirage_ce, 15, 17, 0.90 
2013,03,12, mousesports, 07, ALTERNATEaTTaX, 16, nuke_se, 16, 16, 0.98 
2013,03,10, 3DMAX, 14, mousesports, 16, inferno_se, 17, 19, 0.97 
2013,03,10, w4sp, 16, mousesports, 04, inferno_se, 14, 16, 0.86 
2013,03,06, mousesports, 16, n!faculty, 14, mirage_ce, 32, 20, 1.40 
2013,03,05, mousesports, 16, dotpiXels, 12, dust2_se, 22, 18, 1.22 
2013,03,05, mousesports, 11, NatusVincere, 16, mirage_ce, 16, 20, 0.79 
2013,03,03, mousesports, 06, NiP, 16, train_se, 13, 18, 0.75 
2013,03,03, mousesports, 16, Virtus.pro, 13, mirage_ce, 31, 18, 1.54 
2013,02,28, mousesports, 16, DRUCKWELLE, 05, train_se, 14, 07, 1.21 
2013,02,27, mousesports, 09, LowLandLions, 16, mirage_ce, 16, 21, 0.80 
2013,02,26, VeryGames, 16, mousesports, 13, inferno_se, 21, 21, 0.99 
2013,02,21, mousesports, 13, iPLAY, 16, nuke_se, 17, 20, 0.84 
2013,02,19, mousesports, 11, Anexis, 16, inferno_se, 16, 19, 0.84 
2013,02,19, mousesports, 16, MTFGaming, 04, inferno_se, 14, 11, 1.04 
2013,02,03, mousesports, 04, Anexis, 16, train_se, 14, 18, 0.84 
2013,02,03, mousesports, 16, Anexis, 12, dust2_se, 17, 17, 0.85 
2013,02,03, Anexis, 16, mousesports, 12, inferno_se, 21, 19, 1.00 
2013,01,31, VeryGames, 16, mousesports, 06, dust2_se, 18, 19, 0.87 
2013,01,30, mousesports, 13, fnatic, 16, nuke_se, 17, 21, 0.87 
2013,01,28, Virtus.pro, 04, mousesports, 16, train_se, 14, 09, 1.27 
2012,12,13, fnatic, 16, mousesports, 04, mirage_ce, 13, 18, 0.74 
2012,12,11, n!faculty, 07, mousesports, 16, nuke_se, 17, 17, 0.98 
2012,11,22, mousesports, 16, fnatic, 14, dust2_se, 22, 22, 0.97 
2012,11,22, fnatic, 16, ESC, 07, nuke_se, 17, 14, 1.14 
2012,11,22, fnatic, 06, NiP, 16, nuke_se, 10, 19, 0.54 
