2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,609,dignitas,2,+1 
2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,610,TDJSF,2,-1 
2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,611,TDJSF,1,0 
2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,612,TDJSF,3,+2 
2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,613,TDJSF,6,-1 
2016,03,13,13:00,22,604,7,625,16,7,9,6,7,1,614,TDJSF,2,-1 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,658,Devcat,7,+1 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,659,Devcat,2,0 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,660,Devcat,4,-3 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,661,DeToNator,3,0 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,662,DeToNator,1,+2 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,663,DeToNator,4,0 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,664,DeToNator,7,-2 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,665,Devcat,4,+2 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,666,Devcat,1,0 
2016,02,22,14:00,106,645,1,644,10,16,7,8,3,8,667,DeToNator,1,0 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,660,Devcat,4,+4 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,666,Devcat,3,+3 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,658,Devcat,3,-2 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,665,Devcat,1,+4 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,659,Devcat,5,+1 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,661,DeToNator,2,-2 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,664,DeToNator,3,0 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,662,DeToNator,3,-2 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,663,DeToNator,3,-3 
2016,02,22,14:00,106,645,0,644,4,16,3,12,1,4,667,DeToNator,1,-3 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,659,PUZZLES,6,+5 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,779,AllGamers,3,0 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,780,AllGamers,3,0 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,781,PUZZLES,5,+2 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,782,PUZZLES,8,+1 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,666,PUZZLES,3,-2 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,783,AllGamers,5,-1 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,784,PUZZLES,2,-2 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,785,AllGamers,4,-1 
2015,12,10,13:00,173,762,7,707,12,16,7,8,5,8,786,AllGamers,4,-2 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,659,PUZZLES,4,+2 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,781,PUZZLES,6,-1 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,784,PUZZLES,4,+5 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,666,PUZZLES,4,-1 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,782,PUZZLES,4,-1 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,786,AllGamers,2,+1 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,779,AllGamers,1,-2 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,783,AllGamers,0,+1 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,780,AllGamers,3,-4 
2015,12,10,13:00,762,173,0,707,16,6,12,3,4,3,785,AllGamers,1,-1 
